queryId,avatar_name,avatar_id,language,city,date,mobile,user_history,user_history_by_city,hotel_id,price,stock
4809,rgzybunm,238987,cypriot,madrid,2,0,1,1,233,156,0
1961,jwopkaxs,81541,cypriot,madrid,2,1,0,0,233,156,0
5311,qugyrzkm,239155,cypriot,madrid,2,1,1,1,233,156,0
743,mostafa-39,56473,danish,madrid,1,1,0,0,233,159,0
4897,caugxfrv,239017,danish,madrid,1,1,1,1,233,159,0
1470,ksvhxyaf,76439,danish,madrid,2,0,0,0,233,159,0
5022,slyvraof,239060,danish,madrid,2,0,3,3,233,159,0
1963,dhxluagp,81543,danish,madrid,2,1,0,0,233,159,0
5314,ngzwmvky,239156,danish,madrid,2,1,2,2,233,159,0
1508,sqndmzhj,81076,danish,madrid,11,1,0,0,233,159,8
5054,fcovdtek,239069,danish,madrid,11,1,3,3,233,161,8
1966,pwnzbixa,81546,finnish,madrid,2,1,0,0,233,162,0
5318,kyctesgl,239157,finnish,madrid,2,1,3,3,233,162,0
873,mldmprocrastinators-125,56524,finnish,madrid,4,1,0,0,233,162,0
4916,lfdcmqyk,239024,finnish,madrid,4,1,1,1,233,162,0
1474,zxofpvka,76443,french,madrid,2,0,0,0,233,150,0
5024,wuvnhoem,239061,french,madrid,2,0,1,1,233,150,0
1494,pmxsnqtg,81062,german,madrid,2,1,0,0,233,153,0
1968,abievohj,81548,german,madrid,2,1,0,0,233,153,0
5044,cpwigndu,239067,german,madrid,2,1,1,1,233,153,0
1476,snflydpg,76445,greek,madrid,2,0,0,0,233,156,0
5027,ioekajmz,239062,greek,madrid,2,0,2,2,233,156,0
1970,jsczvbag,81550,hungarian,madrid,2,1,0,0,233,147,0
5320,eyhjqmud,239158,hungarian,madrid,2,1,1,1,233,147,0
2116,cwfxodus,122550,hungarian,madrid,3,0,0,0,233,147,0
5420,dbfstzml,239189,hungarian,madrid,3,0,3,3,233,147,0
2090,mhfusjny,122518,hungarian,madrid,5,0,0,0,233,147,0
5407,razqnjmw,239185,hungarian,madrid,5,0,3,3,233,147,0
2121,bxvcaujk,122556,irish,madrid,1,0,0,0,233,150,0
5422,xaeqhmyp,239190,irish,madrid,1,0,1,1,233,150,0
559,beltran-53,56372,italian,madrid,0,0,0,0,233,150,0
4864,zvfyrbus,239007,italian,madrid,0,0,3,3,233,150,0
1479,hdpzlfai,76448,italian,madrid,2,0,0,0,233,150,0
5030,ltudairw,239063,italian,madrid,2,0,2,2,233,150,0
1972,ovnswglj,81552,italian,madrid,2,1,0,0,233,150,0
5322,xhfpbutl,239159,italian,madrid,2,1,1,1,233,150,0
1102,pepito-3,67381,latvian,madrid,6,1,0,0,233,156,0
4941,lkqmzvwp,239030,latvian,madrid,6,1,2,2,233,156,0
1974,unlzxkda,81554,lithuanian,madrid,2,1,0,0,233,156,0
5327,qvgizrft,239160,lithuanian,madrid,2,1,4,4,233,156,0
1482,kapimson,76451,luxembourgish,madrid,2,0,0,0,233,150,0
5033,teaonqji,239064,luxembourgish,madrid,2,0,2,2,233,150,0
2037,juayhxlo,122458,maltese,madrid,5,1,0,0,233,153,0
5365,zgwpxcia,239172,maltese,madrid,5,1,3,3,233,158,0
694,badie-62,56446,polish,madrid,2,0,0,0,233,156,0
1484,crqdobyu,76453,polish,madrid,2,0,0,0,233,156,0
4888,rwmblfze,239013,polish,madrid,2,0,4,4,233,156,0
1485,vibuwogp,76454,portuguese,madrid,2,0,0,0,233,147,0
5035,ulretnjg,239065,portuguese,madrid,2,0,1,1,233,147,0
1979,jekpclsf,81559,romanian,madrid,2,1,0,0,233,149,0
5330,osjqxmhl,239161,romanian,madrid,2,1,2,2,233,150,0
1487,jlpqcmir,76456,slovakian,madrid,2,0,0,0,233,147,0
5042,kehtprvm,239066,slovakian,madrid,2,0,6,6,233,147,0
2023,fdbwqolg,122441,slovene,madrid,4,1,0,0,233,153,0
5354,kipomyxg,239169,slovene,madrid,4,1,1,1,233,153,0
1982,xjopzykr,81562,spanish,madrid,2,1,0,0,233,147,0
5332,owziyrlk,239162,spanish,madrid,2,1,1,1,233,147,0
1496,itverpbu,81064,spanish,madrid,6,1,0,0,233,147,0
5050,stvokhrc,239068,spanish,madrid,6,1,5,5,233,149,0
2151,dfyojmla,127383,austrian,amsterdam,6,0,0,0,234,184,0
5449,fenjghuy,239198,austrian,amsterdam,6,0,1,1,234,184,0
2153,nxqkcfmh,127540,austrian,amsterdam,20,1,0,0,234,171,20
5451,mkqjgbxo,239199,austrian,amsterdam,20,1,1,1,234,171,20
537,beltran-42,56361,belgian,amsterdam,0,0,0,0,234,173,0
4860,xuozpyds,239006,belgian,amsterdam,0,0,2,2,234,173,0
2087,hzsqpvbe,122515,belgian,amsterdam,16,1,0,0,234,173,14
5403,cwjxoyek,239184,belgian,amsterdam,16,1,2,2,234,174,14
2158,konmtxsc,127655,belgian,amsterdam,17,1,0,0,234,173,16
5454,cvgbufqm,239200,belgian,amsterdam,17,1,2,2,234,179,16
2162,qpjysgmv,127846,czech,amsterdam,4,0,0,0,234,177,0
5456,jxpuehcy,239201,czech,amsterdam,4,0,1,1,234,177,0
2165,droczfhp,127849,danish,amsterdam,2,0,0,0,234,180,0
5459,pkvqosci,239202,danish,amsterdam,2,0,2,2,234,180,0
2171,iusljmwe,128016,estonian,amsterdam,5,0,0,0,234,173,0
5461,nzaryjgq,239203,estonian,amsterdam,5,0,1,1,234,173,0
2081,hqsbvajd,122508,estonian,amsterdam,15,0,0,0,234,173,12
5398,xpvcqebf,239182,estonian,amsterdam,15,0,2,2,234,179,12
2173,zmbrdaxo,128023,estonian,amsterdam,20,0,0,0,234,161,20
5464,lwmqopkz,239204,estonian,amsterdam,20,0,2,2,234,163,20
1551,wqcrjezb,81119,estonian,amsterdam,21,0,0,0,234,155,22
5071,kvftygez,239075,estonian,amsterdam,21,0,1,1,234,155,22
1179,avatar-3,69584,finnish,amsterdam,4,1,0,0,234,188,0
4952,gohlukiq,239035,finnish,amsterdam,4,1,1,1,234,188,0
2178,teajyvdo,128051,finnish,amsterdam,6,1,0,0,234,188,0
5467,cnzvbult,239205,finnish,amsterdam,6,1,2,2,234,188,0
2184,iuqdhkvz,128083,greek,amsterdam,20,0,0,0,234,168,20
5470,nytafolp,239206,greek,amsterdam,20,0,2,2,234,168,20
2133,cjzbhxue,122571,hungarian,amsterdam,5,1,0,0,234,170,0
5435,vpwjfabk,239193,hungarian,amsterdam,5,1,2,2,234,170,0
2189,suxbnvoj,128098,hungarian,amsterdam,6,1,0,0,234,170,0
5474,lagsvqdx,239207,hungarian,amsterdam,6,1,3,3,234,170,0
2195,ksrinbpw,128104,irish,amsterdam,0,0,0,0,234,177,0
5476,dpzoqask,239208,irish,amsterdam,0,0,1,1,234,177,0
924,mldmprocrastinators-156,56555,irish,amsterdam,1,0,0,0,234,177,0
4932,evxpafdw,239027,irish,amsterdam,1,0,3,3,234,177,0
2197,jxhzvldk,128106,irish,amsterdam,15,0,0,0,234,177,12
5480,hwtgocsi,239209,irish,amsterdam,15,0,3,3,234,183,12
435,procrastinators-50,56312,irish,amsterdam,16,0,0,0,234,177,14
4846,zmoabdtf,239000,irish,amsterdam,16,0,5,5,234,185,14
2034,vbsonkzc,122455,irish,amsterdam,18,1,0,0,234,177,17
5361,bfjmuvce,239171,irish,amsterdam,18,1,1,1,234,177,17
937,mldmprocrastinators-165,56564,italian,amsterdam,0,0,0,0,234,177,0
4935,areidgvy,239028,italian,amsterdam,0,0,2,2,234,177,0
1168,messi-22,67414,latvian,amsterdam,0,1,0,0,234,180,0
4950,xhoavjmt,239034,latvian,amsterdam,0,1,1,1,234,180,0
128,mostafa-17,56156,lithuanian,amsterdam,4,0,0,0,234,180,0
904,mldmprocrastinators-144,56543,lithuanian,amsterdam,4,0,0,0,234,180,0
4803,qzklrmsh,238984,lithuanian,amsterdam,4,0,5,5,234,186,0
2046,gkqeamln,122468,luxembourgish,amsterdam,5,0,0,0,234,173,0
5372,fegmtwld,239174,luxembourgish,amsterdam,5,0,2,2,234,173,0
310,mldmprocrastinators-52,56252,maltese,amsterdam,8,1,0,0,234,180,2
4821,tfewxahp,238993,maltese,amsterdam,8,1,1,1,234,180,2
384,mldmprocrastinators-95,56295,polish,amsterdam,0,1,0,0,234,177,0
4837,cqhywugt,238998,polish,amsterdam,0,1,2,2,234,177,0
1556,xmeyazjs,81124,polish,amsterdam,11,1,0,0,234,177,6
5076,nxqumavz,239077,polish,amsterdam,11,1,1,1,234,177,6
1262,geqanywu,69635,romanian,amsterdam,0,1,0,0,234,173,0
4980,mpqnilsy,239046,romanian,amsterdam,0,1,2,2,234,173,0
1121,pepito-12,67390,slovene,amsterdam,12,1,0,0,234,177,8
4943,wfzcikyn,239031,slovene,amsterdam,12,1,1,1,234,177,8
687,badie-56,56440,spanish,amsterdam,2,1,0,0,234,177,0
4883,urmayqgs,239012,spanish,amsterdam,2,1,2,2,234,177,0
696,badie-64,56448,bulgarian,madrid,2,1,0,0,235,138,2
1959,hbzlsfmo,81539,bulgarian,madrid,2,1,0,0,235,138,2
5309,isazlvge,239154,bulgarian,madrid,2,1,1,1,235,138,2
734,mostafa-33,56467,cypriot,madrid,1,1,0,0,235,156,0
4895,tmjayuoh,239016,cypriot,madrid,1,1,2,2,235,156,0
209,mldmprocrastinators-2,56202,cypriot,madrid,2,0,0,0,235,156,2
1468,fbzvkwid,76437,cypriot,madrid,2,0,0,0,235,156,2
5018,budxekwm,239059,cypriot,madrid,2,0,1,1,235,156,2
4809,rgzybunm,238987,cypriot,madrid,2,0,1,1,235,156,2
1961,jwopkaxs,81541,cypriot,madrid,2,1,0,0,235,143,2
5311,qugyrzkm,239155,cypriot,madrid,2,1,1,1,235,143,2
743,mostafa-39,56473,danish,madrid,1,1,0,0,235,159,0
4897,caugxfrv,239017,danish,madrid,1,1,1,1,235,159,0
1470,ksvhxyaf,76439,danish,madrid,2,0,0,0,235,159,2
5022,slyvraof,239060,danish,madrid,2,0,3,3,235,159,2
1963,dhxluagp,81543,danish,madrid,2,1,0,0,235,146,2
5314,ngzwmvky,239156,danish,madrid,2,1,2,2,235,146,2
1508,sqndmzhj,81076,danish,madrid,11,1,0,0,235,159,10
5054,fcovdtek,239069,danish,madrid,11,1,3,3,235,161,10
1966,pwnzbixa,81546,finnish,madrid,2,1,0,0,235,149,2
5318,kyctesgl,239157,finnish,madrid,2,1,3,3,235,149,2
873,mldmprocrastinators-125,56524,finnish,madrid,4,1,0,0,235,162,4
4916,lfdcmqyk,239024,finnish,madrid,4,1,1,1,235,162,4
1474,zxofpvka,76443,french,madrid,2,0,0,0,235,150,2
5024,wuvnhoem,239061,french,madrid,2,0,1,1,235,150,2
1494,pmxsnqtg,81062,german,madrid,2,1,0,0,235,141,2
1968,abievohj,81548,german,madrid,2,1,0,0,235,141,2
5044,cpwigndu,239067,german,madrid,2,1,1,1,235,141,2
1476,snflydpg,76445,greek,madrid,2,0,0,0,235,156,2
5027,ioekajmz,239062,greek,madrid,2,0,2,2,235,156,2
1970,jsczvbag,81550,hungarian,madrid,2,1,0,0,235,135,2
5320,eyhjqmud,239158,hungarian,madrid,2,1,1,1,235,135,2
2116,cwfxodus,122550,hungarian,madrid,3,0,0,0,235,147,2
5420,dbfstzml,239189,hungarian,madrid,3,0,3,3,235,147,2
2090,mhfusjny,122518,hungarian,madrid,5,0,0,0,235,147,4
5407,razqnjmw,239185,hungarian,madrid,5,0,3,3,235,147,4
2121,bxvcaujk,122556,irish,madrid,1,0,0,0,235,150,0
5422,xaeqhmyp,239190,irish,madrid,1,0,1,1,235,150,0
559,beltran-53,56372,italian,madrid,0,0,0,0,235,150,0
4864,zvfyrbus,239007,italian,madrid,0,0,3,3,235,150,0
1479,hdpzlfai,76448,italian,madrid,2,0,0,0,235,150,2
5030,ltudairw,239063,italian,madrid,2,0,2,2,235,150,2
1972,ovnswglj,81552,italian,madrid,2,1,0,0,235,138,2
5322,xhfpbutl,239159,italian,madrid,2,1,1,1,235,138,2
1102,pepito-3,67381,latvian,madrid,6,1,0,0,235,156,6
4941,lkqmzvwp,239030,latvian,madrid,6,1,2,2,235,156,6
1974,unlzxkda,81554,lithuanian,madrid,2,1,0,0,235,143,2
5327,qvgizrft,239160,lithuanian,madrid,2,1,4,4,235,143,2
1482,kapimson,76451,luxembourgish,madrid,2,0,0,0,235,150,2
5033,teaonqji,239064,luxembourgish,madrid,2,0,2,2,235,150,2
2037,juayhxlo,122458,maltese,madrid,5,1,0,0,235,153,4
5365,zgwpxcia,239172,maltese,madrid,5,1,3,3,235,158,4
694,badie-62,56446,polish,madrid,2,0,0,0,235,156,2
1484,crqdobyu,76453,polish,madrid,2,0,0,0,235,156,2
4888,rwmblfze,239013,polish,madrid,2,0,4,4,235,156,2
2146,uljetswb,122584,polish,madrid,17,0,0,0,235,156,16
4887,rwmblfze,239013,polish,madrid,17,0,3,3,235,156,16
5447,kxmcwtpn,239197,polish,madrid,17,0,3,3,235,156,16
1485,vibuwogp,76454,portuguese,madrid,2,0,0,0,235,147,2
5035,ulretnjg,239065,portuguese,madrid,2,0,1,1,235,147,2
1979,jekpclsf,81559,romanian,madrid,2,1,0,0,235,138,2
5330,osjqxmhl,239161,romanian,madrid,2,1,2,2,235,138,2
1487,jlpqcmir,76456,slovakian,madrid,2,0,0,0,235,147,2
5042,kehtprvm,239066,slovakian,madrid,2,0,6,6,235,147,2
2042,bvoeyrkz,122464,slovakian,madrid,16,0,0,0,235,147,16
5369,wrzltmys,239173,slovakian,madrid,16,0,3,3,235,149,16
2023,fdbwqolg,122441,slovene,madrid,4,1,0,0,235,153,4
5354,kipomyxg,239169,slovene,madrid,4,1,1,1,235,153,4
1982,xjopzykr,81562,spanish,madrid,2,1,0,0,235,135,2
5332,owziyrlk,239162,spanish,madrid,2,1,1,1,235,135,2
1496,itverpbu,81064,spanish,madrid,6,1,0,0,235,147,6
5050,stvokhrc,239068,spanish,madrid,6,1,5,5,235,149,6
2108,mtnepxlc,122540,austrian,vienna,21,0,0,0,236,84,10
5416,dhywusat,239188,austrian,vienna,21,0,2,2,236,84,10
1439,rnupfgqe,76408,bulgarian,vienna,1,1,0,0,236,71,1
4991,hposdkql,239049,bulgarian,vienna,1,1,3,3,236,71,1
466,procrastinators-66,56328,cypriot,vienna,8,1,0,0,236,84,4
4848,xhqpfdov,239001,cypriot,vienna,8,1,1,1,236,84,4
1443,dzapiefx,76412,danish,vienna,1,1,0,0,236,77,1
4993,elyhbxqt,239050,danish,vienna,1,1,1,1,236,77,1
1244,kealsiwh,69626,danish,vienna,18,1,0,0,236,84,8
4977,hxlksyzr,239045,danish,vienna,18,1,1,1,236,84,8
404,mldmprocrastinators-105,56305,estonian,vienna,0,1,0,0,236,79,0
4840,xjkgnpmh,238999,estonian,vienna,0,1,2,2,236,79,0
1445,ychtskqz,76414,estonian,vienna,1,1,0,0,236,73,1
4996,wmxdvqgs,239051,estonian,vienna,1,1,2,2,236,73,1
2011,kmecvtjb,121796,estonian,vienna,4,0,0,0,236,79,2
5346,pqmcnudj,239166,estonian,vienna,4,0,2,2,236,79,2
1448,lurbzcts,76417,german,vienna,1,1,0,0,236,74,1
4998,dlmbfzsk,239052,german,vienna,1,1,1,1,236,74,1
2127,gctavsxk,122562,german,vienna,3,1,0,0,236,81,2
5432,hmtwvkaf,239192,german,vienna,3,1,5,5,236,83,2
448,procrastinators-58,56320,hungarian,vienna,1,1,0,0,236,71,1
1450,qvrzbftx,76419,hungarian,vienna,1,1,0,0,236,71,1
5000,vkgcqtuz,239053,hungarian,vienna,1,1,1,1,236,71,1
612,badie-15,56399,hungarian,vienna,4,0,0,0,236,77,2
4871,wjaebmyx,239009,hungarian,vienna,4,0,3,3,236,77,2
1452,lhspeagk,76421,italian,vienna,1,1,0,0,236,74,1
5004,mzurckyg,239054,italian,vienna,1,1,3,3,236,76,1
2136,jvymcurs,122574,luxembourgish,vienna,5,1,0,0,236,82,2
5438,ayhqcteu,239194,luxembourgish,vienna,5,1,2,2,236,82,2
1456,yxgiuhlw,76425,maltese,vienna,1,1,0,0,236,76,1
5006,sqygbmuh,239055,maltese,vienna,1,1,1,1,236,76,1
1558,knyflezq,81126,polish,vienna,19,1,0,0,236,81,9
5080,qdtiluac,239078,polish,vienna,19,1,3,3,236,81,9
1458,kpzcgxsh,76427,portuguese,vienna,1,1,0,0,236,79,1
5008,uirsxzoa,239056,portuguese,vienna,1,1,1,1,236,79,1
1225,avatar-30,69611,slovakian,vienna,1,0,0,0,236,77,1
4969,wascxtuk,239042,slovakian,vienna,1,0,3,3,236,78,1
1460,mliaucev,76429,slovakian,vienna,1,1,0,0,236,71,1
5011,nxsatlhy,239057,slovakian,vienna,1,1,2,2,236,71,1
250,mldmprocrastinators-21,56221,slovene,vienna,8,0,0,0,236,81,4
4816,fjvpwdac,238990,slovene,vienna,8,0,2,2,236,83,4
901,mldmprocrastinators-142,56541,swedish,vienna,1,1,0,0,236,79,1
1463,kxnmoira,76432,swedish,vienna,1,1,0,0,236,79,1
5016,inlxtadk,239058,swedish,vienna,1,1,4,4,236,79,1
1524,flbekupr,81092,swedish,vienna,6,1,0,0,236,85,3
5059,torqxnav,239071,swedish,vienna,6,1,2,2,236,85,3
324,mldmprocrastinators-60,56260,italian,valletta,0,1,0,0,237,163,0
4823,cnksuatf,238994,italian,valletta,0,1,1,1,237,163,0
2077,ribnpeux,122504,latvian,valletta,3,1,0,0,237,170,3
5395,xgryjtki,239181,latvian,valletta,3,1,3,3,237,176,3
1066,badie-69,67371,romanian,valletta,9,0,0,0,237,160,9
4938,ysjxgpot,239029,romanian,valletta,9,0,2,2,237,160,9
1234,knmdejou,69620,slovakian,valletta,2,1,0,0,237,147,2
4975,bmsantkl,239044,slovakian,valletta,2,1,3,3,237,147,2
787,mostafa-64,56498,spanish,valletta,8,1,0,0,237,170,8
4906,ykrgtzli,239020,spanish,valletta,8,1,1,1,237,170,8
2015,yixptacs,122432,swedish,valletta,5,1,0,0,237,177,5
5349,saifyzwk,239167,swedish,valletta,5,1,2,2,237,177,5
2085,mrjhncsq,122513,austrian,paris,5,0,0,0,238,169,0
5400,czaiyvqm,239183,austrian,paris,5,0,1,1,238,169,0
2123,disanqpx,122558,austrian,paris,17,0,0,0,238,169,0
5426,phljfcnd,239191,austrian,paris,17,0,3,3,238,169,0
1998,uxihsjqt,81577,austrian,paris,21,0,0,0,238,169,14
5335,dnoktxpr,239163,austrian,paris,21,0,2,2,238,169,14
1585,hjbogcae,81153,bulgarian,paris,1,0,0,0,238,159,0
5090,hwenqsfp,239082,bulgarian,paris,1,0,2,2,238,159,0
678,badie-49,56433,cypriot,paris,2,0,0,0,238,169,0
4880,wtnrcdsv,239011,cypriot,paris,2,0,4,4,238,169,0
1542,qftpmoyr,81110,czech,paris,13,1,0,0,238,162,0
5069,ruadkvtm,239074,czech,paris,13,1,2,2,238,162,0
468,procrastinators-68,56330,danish,paris,8,0,0,0,238,169,0
4850,mwbhqaci,239002,danish,paris,8,0,1,1,238,169,0
2060,helysdxm,122485,estonian,paris,20,0,0,0,238,159,8
5383,amorjxkc,239177,estonian,paris,20,0,3,3,238,161,8
1283,mwquodtg,69646,estonian,paris,21,0,0,0,238,159,14
5382,amorjxkc,239177,estonian,paris,21,0,2,2,238,159,14
4987,owvmcuti,239048,estonian,paris,21,0,4,4,238,166,14
2002,xzigjslm,81581,greek,paris,11,1,0,0,238,165,0
5338,uopcqnla,239164,greek,paris,11,1,2,2,238,168,0
2054,eugrxzas,122476,hungarian,paris,3,1,0,0,238,156,0
5379,gmfctydz,239176,hungarian,paris,3,1,3,3,238,156,0
1219,avatar-25,69606,slovakian,paris,18,0,0,0,238,156,0
4963,ehqriayl,239040,slovakian,paris,18,0,1,1,238,156,0
2095,wbsdmqvg,122524,spanish,paris,2,1,0,0,238,162,0
5410,zicwmgdf,239186,spanish,paris,2,1,2,2,238,164,0
754,mostafa-44,56478,swedish,paris,1,0,0,0,238,172,0
4899,xzesuygw,239018,swedish,paris,1,0,1,1,238,172,0
1136,messi-8,67400,swedish,paris,13,1,0,0,238,172,0
4948,zrfkexim,239033,swedish,paris,13,1,1,1,238,172,0
2064,wxqcbokd,122489,swedish,paris,16,0,0,0,238,172,0
5385,gzljkbhr,239178,swedish,paris,16,0,1,1,238,172,0
2108,mtnepxlc,122540,austrian,vienna,21,0,0,0,239,307,37
5416,dhywusat,239188,austrian,vienna,21,0,2,2,239,307,37
1439,rnupfgqe,76408,bulgarian,vienna,1,1,0,0,239,404,1
4991,hposdkql,239049,bulgarian,vienna,1,1,3,3,239,405,1
466,procrastinators-66,56328,cypriot,vienna,8,1,0,0,239,350,8
4848,xhqpfdov,239001,cypriot,vienna,8,1,1,1,239,351,8
1443,dzapiefx,76412,danish,vienna,1,1,0,0,239,438,1
4993,elyhbxqt,239050,danish,vienna,1,1,1,1,239,438,1
1244,kealsiwh,69626,danish,vienna,18,1,0,0,239,350,28
4977,hxlksyzr,239045,danish,vienna,18,1,1,1,239,350,28
404,mldmprocrastinators-105,56305,estonian,vienna,0,1,0,0,239,412,0
4840,xjkgnpmh,238999,estonian,vienna,0,1,2,2,239,412,0
1445,ychtskqz,76414,estonian,vienna,1,1,0,0,239,412,1
4996,wmxdvqgs,239051,estonian,vienna,1,1,2,2,239,413,1
2011,kmecvtjb,121796,estonian,vienna,4,0,0,0,239,412,4
5346,pqmcnudj,239166,estonian,vienna,4,0,2,2,239,413,4
1448,lurbzcts,76417,german,vienna,1,1,0,0,239,421,1
4998,dlmbfzsk,239052,german,vienna,1,1,1,1,239,421,1
2127,gctavsxk,122562,german,vienna,3,1,0,0,239,421,3
5432,hmtwvkaf,239192,german,vienna,3,1,5,5,239,435,3
448,procrastinators-58,56320,hungarian,vienna,1,1,0,0,239,404,1
1450,qvrzbftx,76419,hungarian,vienna,1,1,0,0,239,404,1
5000,vkgcqtuz,239053,hungarian,vienna,1,1,1,1,239,404,1
612,badie-15,56399,hungarian,vienna,4,0,0,0,239,404,4
4871,wjaebmyx,239009,hungarian,vienna,4,0,3,3,239,405,4
1452,lhspeagk,76421,italian,vienna,1,1,0,0,239,421,1
5004,mzurckyg,239054,italian,vienna,1,1,3,3,239,435,1
2136,jvymcurs,122574,luxembourgish,vienna,5,1,0,0,239,430,5
5438,ayhqcteu,239194,luxembourgish,vienna,5,1,2,2,239,430,5
1456,yxgiuhlw,76425,maltese,vienna,1,1,0,0,239,430,1
5006,sqygbmuh,239055,maltese,vienna,1,1,1,1,239,430,1
1558,knyflezq,81126,polish,vienna,19,1,0,0,239,337,30
5080,qdtiluac,239078,polish,vienna,19,1,3,3,239,340,30
1458,kpzcgxsh,76427,portuguese,vienna,1,1,0,0,239,447,1
5008,uirsxzoa,239056,portuguese,vienna,1,1,1,1,239,447,1
1225,avatar-30,69611,slovakian,vienna,1,0,0,0,239,404,1
4969,wascxtuk,239042,slovakian,vienna,1,0,3,3,239,410,1
1460,mliaucev,76429,slovakian,vienna,1,1,0,0,239,404,1
5011,nxsatlhy,239057,slovakian,vienna,1,1,2,2,239,404,1
250,mldmprocrastinators-21,56221,slovene,vienna,8,0,0,0,239,337,8
4816,fjvpwdac,238990,slovene,vienna,8,0,2,2,239,348,8
901,mldmprocrastinators-142,56541,swedish,vienna,1,1,0,0,239,447,1
1463,kxnmoira,76432,swedish,vienna,1,1,0,0,239,447,1
5016,inlxtadk,239058,swedish,vienna,1,1,4,4,239,447,1
1524,flbekupr,81092,swedish,vienna,6,1,0,0,239,447,6
5059,torqxnav,239071,swedish,vienna,6,1,2,2,239,447,6
1741,ytvpghja,81321,austrian,vilnius,2,1,0,0,240,238,1
1768,zqusboni,81348,austrian,vilnius,2,1,0,0,240,238,1
1795,oqhkrupt,81375,austrian,vilnius,2,1,0,0,240,238,1
1822,vigoehup,81402,austrian,vilnius,2,1,0,0,240,238,1
1849,osqugnvl,81429,austrian,vilnius,2,1,0,0,240,238,1
1876,dbopwsuj,81456,austrian,vilnius,2,1,0,0,240,238,1
1903,ompebqzv,81483,austrian,vilnius,2,1,0,0,240,238,1
1930,xhvtgjwk,81510,austrian,vilnius,2,1,0,0,240,238,1
5145,kbitfjph,239100,austrian,vilnius,2,1,1,1,240,238,1
5199,syntavex,239118,austrian,vilnius,2,1,1,1,240,238,1
5280,lrcfsyba,239144,austrian,vilnius,2,1,1,1,240,238,1
5254,svtomlez,239137,austrian,vilnius,2,1,2,2,240,238,1
5228,mghviznu,239128,austrian,vilnius,2,1,3,3,240,238,1
1742,dfxtnpic,81322,belgian,vilnius,2,1,0,0,240,233,1
1769,wsyorvcq,81349,belgian,vilnius,2,1,0,0,240,233,1
1796,cnbdhtyv,81376,belgian,vilnius,2,1,0,0,240,233,1
1823,jypmvhar,81403,belgian,vilnius,2,1,0,0,240,233,1
1850,qpjuaoki,81430,belgian,vilnius,2,1,0,0,240,233,1
1877,rkwnyhzj,81457,belgian,vilnius,2,1,0,0,240,233,1
1904,meucfwdp,81484,belgian,vilnius,2,1,0,0,240,233,1
1931,ftnxzpwc,81511,belgian,vilnius,2,1,0,0,240,233,1
5173,jlpztwvu,239110,belgian,vilnius,2,1,1,1,240,233,1
5093,tdzksayb,239083,belgian,vilnius,2,1,2,2,240,233,1
5123,gpurdesf,239091,belgian,vilnius,2,1,5,5,240,233,1
1743,qbmgvapd,81323,bulgarian,vilnius,2,1,0,0,240,220,1
1770,scfhplzr,81350,bulgarian,vilnius,2,1,0,0,240,220,1
1797,gkzworhf,81377,bulgarian,vilnius,2,1,0,0,240,220,1
1824,ybshcump,81404,bulgarian,vilnius,2,1,0,0,240,220,1
1851,vjflecru,81431,bulgarian,vilnius,2,1,0,0,240,220,1
1878,qtysmrgu,81458,bulgarian,vilnius,2,1,0,0,240,220,1
1905,ixplancu,81485,bulgarian,vilnius,2,1,0,0,240,220,1
1932,ygqjisrk,81512,bulgarian,vilnius,2,1,0,0,240,220,1
5202,fhabsrpo,239119,bulgarian,vilnius,2,1,2,2,240,220,1
5283,vbxaumjk,239145,bulgarian,vilnius,2,1,2,2,240,220,1
5149,dvsegwrz,239101,bulgarian,vilnius,2,1,3,3,240,220,1
2025,wkundcoh,122443,bulgarian,vilnius,3,0,0,0,240,220,2
5359,hpxmcbov,239170,bulgarian,vilnius,3,0,4,4,240,222,2
757,mostafa-47,56481,croatian,vilnius,0,1,0,0,240,229,0
4904,ywufkxvl,239019,croatian,vilnius,0,1,4,4,240,229,0
1744,gnqtzurh,81324,croatian,vilnius,2,1,0,0,240,229,1
1771,vchniumo,81351,croatian,vilnius,2,1,0,0,240,229,1
1798,arwuntio,81378,croatian,vilnius,2,1,0,0,240,229,1
1825,ovxqdjri,81405,croatian,vilnius,2,1,0,0,240,229,1
1852,lpwfjikd,81432,croatian,vilnius,2,1,0,0,240,229,1
1879,grentlxp,81459,croatian,vilnius,2,1,0,0,240,229,1
1906,xngqpwyv,81486,croatian,vilnius,2,1,0,0,240,229,1
1933,oqvtzwex,81513,croatian,vilnius,2,1,0,0,240,229,1
5256,adjnvpzy,239138,croatian,vilnius,2,1,1,1,240,229,1
5176,rxliyufa,239111,croatian,vilnius,2,1,2,2,240,229,1
1745,vwpszrxh,81325,cypriot,vilnius,2,1,0,0,240,233,1
1772,yhaqdmvn,81352,cypriot,vilnius,2,1,0,0,240,233,1
1799,nwobqpzr,81379,cypriot,vilnius,2,1,0,0,240,233,1
1826,acjbgndv,81406,cypriot,vilnius,2,1,0,0,240,233,1
1853,zamlxbuv,81433,cypriot,vilnius,2,1,0,0,240,233,1
1880,imqrognb,81460,cypriot,vilnius,2,1,0,0,240,233,1
1907,bsodiarn,81487,cypriot,vilnius,2,1,0,0,240,233,1
1934,eypwubxo,81514,cypriot,vilnius,2,1,0,0,240,233,1
